model,condition,idx,faithful,tone_ordered,coverage,narrative
Kimi K3,C0_baseline,23,False,True,1.0,"This flow was flagged primarily because the volume of bytes received was far outside what the model considers typical for normal traffic. The day of week on which the activity occurred, together with the amount of bytes sent, added to the suspicion, and the connection duration provided a smaller push in the same direction. The destination port was the one factor pointing back toward legitimate behavior, but its influence was too weak to outweigh the other signals."
Kimi K3,C0_baseline,24,False,True,1.0,"This flow was flagged primarily because the destination port it targeted is unusual compared to normal traffic patterns, which was the strongest factor pushing toward an anomaly verdict. The protocol used in the connection also looked atypical, adding to the suspicion. Both the bytes received and the connection duration deviated slightly from expected behavior, reinforcing the decision to alert. The packet count, however, was consistent with normal activity and actually argued against flagging the flow, though not enough to outweigh the other indicators."
Kimi K3,C0_baseline,25,True,False,1.0,"This flow was flagged mainly because the bytes sent were unusually high for this source, suggesting a large volume of outbound data. The packet count was also elevated, indicating more back-and-forth activity than is typical, and the bytes received were higher than expected, reinforcing the picture of an abnormally heavy exchange. Pushing in the other direction, the destination port was a common, well-known service port, which is characteristic of legitimate traffic. Similarly, the protocol matched what is normally seen on this network, slightly reducing the overall suspicion but not enough to outweigh the other indicators."
Kimi K3,C0_baseline,26,True,False,1.0,"This flow was flagged primarily because it targeted an unusual destination port, which was the strongest driver of the alert. The volume of bytes sent and the specific protocol in use also raised suspicion, suggesting a traffic pattern that deviates from typical activity on this network. Meanwhile, the packet count looked fairly typical and the connection duration was unremarkable, both of which actually argued against an anomaly. Taken together, the suspicious signals outweighed these benign characteristics, so the flow was classified as anomalous."
Kimi K3,C0_baseline,27,False,False,1.0,"This flow was flagged primarily because the volume of bytes received was far outside the typical range for this kind of traffic, which was the strongest single driver of the alert. The timing also raised suspicion, as the connection occurred on an unusual day of week and at an atypical hour of day compared to baseline patterns. The connection duration further deviated from what is normally observed, adding more weight toward an anomaly. The destination port, by contrast, was consistent with legitimate traffic and pulled the assessment toward normal, but not enough to outweigh the other suspicious signals."
Kimi K3,C0_baseline,28,True,False,1.0,"This flow was flagged primarily because the volume of bytes sent was unusually high, indicating the host pushed far more data outbound than is typical for comparable connections. An elevated packet count reinforced that suspicion by showing the session was busier than normal, and the bytes received also ran higher than what is usually seen for legitimate traffic. The destination port actually pulled the verdict back toward benign, since it matched ports commonly associated with normal activity. The day of week added only a slight push toward suspicious, so timing played a minor role compared with the traffic-volume signals."
Kimi K3,C0_baseline,29,True,False,1.0,"This flow was flagged primarily because of the unusually large volume of bytes sent, which was the strongest indicator of anomalous behavior. A high packet count and elevated bytes received also pushed the model toward suspicion, suggesting the overall transfer was much heavier than typical traffic. On the other hand, the destination port looked consistent with normal activity, and the protocol appeared routine as well. These reassuring signals slightly reduced the model's suspicion but were not enough to outweigh the volume-based red flags."
Kimi K3,C0_baseline,30,False,True,1.0,"This flow was flagged mainly because of its destination port, which deviates sharply from the ports typically seen in this environment and was the strongest driver of the alert. The packet count also looked atypical compared to normal flows, and the protocol in use is one the model associates with suspicious activity rather than routine traffic. The connection duration was slightly unusual as well, adding a bit more weight to the decision. The only factor pulling the assessment back toward benign was the bytes sent, which appeared consistent with normal traffic, but that wasn't enough to outweigh the other indicators."
Kimi K3,C0_baseline,31,False,True,1.0,"This flow was flagged primarily because the destination port is unusual for this environment and the volume of bytes received is abnormally high compared to typical traffic. The day of week on which the activity occurred also added suspicion, as did the hour of day, suggesting the connection happened at an atypical time. The packet count, by contrast, actually looked consistent with normal behavior, but that single benign signal wasn't enough to outweigh the others. Taken together, these factors led the model to classify the flow as anomalous."
Kimi K3,C0_baseline,32,False,False,1.0,"This flow was flagged primarily because the destination port is unusual compared to what the model typically sees, making it the strongest driver of the anomaly decision. The protocol also pushed toward suspicion, and the connection duration was slightly atypical, both adding to the concern. Working in the other direction, the packet count looked fairly normal, and the bytes sent were also within expected ranges — but these reassuring signals weren't enough to outweigh the red flags, so the flow was classified as an anomaly."
Kimi K3,C0_baseline,33,True,False,1.0,"This flow was flagged primarily because of its unusual traffic volume: the amount of data the source transmitted (bytes sent) and the number of packets it generated (packet count) were both well above what typical flows on this network look like. The volume of return traffic (bytes received) was also elevated, reinforcing the picture of an abnormally heavy, two-way exchange — a pattern sometimes associated with data exfiltration or command-and-control activity. Working in the flow's favor, the destination port and the protocol in use both resembled common, legitimate traffic, which pulled the assessment back toward normal. Those reassuring signs weren't strong enough to outweigh the suspicious data volumes, so the flow was flagged as an anomaly and warrants a closer look at the source host."
Kimi K3,C0_baseline,34,False,True,1.0,"This flow was flagged primarily because of its destination port, which was the single strongest indicator that the connection deviates from normal traffic patterns. The bytes sent and the protocol in use both added to that suspicion, suggesting the flow's characteristics don't match what we'd expect from legitimate activity. The bytes received played a smaller role but still nudged the assessment toward anomalous. The packet count was the only factor that looked consistent with normal behavior, though it wasn't enough to outweigh the other signals."
Kimi K3,C0_baseline,35,False,True,1.0,"This flow was flagged mainly because the volume of bytes sent was unusually high for this type of connection, and the packet count was also elevated compared to typical traffic. The amount of bytes received was likewise larger than expected, adding to the suspicion that something out of the ordinary was happening. The day of week on which the flow occurred gave a small additional push toward the anomaly verdict, hinting that the timing itself was somewhat atypical. In contrast, the destination port actually looked consistent with legitimate traffic, but that single reassuring signal wasn't enough to outweigh the other indicators."
Kimi K3,C0_baseline,36,False,True,1.0,"This flow was flagged primarily because the destination port is highly unusual compared to what this network typically sees, which was the strongest indicator of anomalous behavior. The protocol used in the connection also deviated from expected patterns, and the packet count fell outside the normal range for similar flows. The connection duration contributed a smaller degree of suspicion, appearing somewhat atypical as well. On the other hand, the bytes sent were consistent with legitimate activity, which worked slightly in the flow's favor but wasn't enough to outweigh the other warning signs."
Kimi K3,C0_baseline,37,False,True,1.0,"This flow was flagged mainly because the bytes received were well outside the range the model considers typical, making it the strongest indicator of suspicious activity. The day of week on which the connection occurred also pushed toward an alert, since the timing broke from normal patterns, and the bytes sent were somewhat atypical as well. The connection duration looked mildly unusual, adding a smaller nudge toward the anomaly verdict. The destination port, on the other hand, appeared legitimate and actually argued against flagging, but it wasn't enough to offset the other signals."
Kimi K3,C0_baseline,38,False,True,1.0,"This flow was flagged as an anomaly primarily because the destination port is unusual for this environment, suggesting the connection may be targeting an unexpected or rarely used service. The protocol and the packet count also deviated from typical traffic patterns, adding to the suspicion, while the connection duration looked slightly off compared to normal sessions. On the other hand, the bytes sent appeared consistent with legitimate activity, which pulled the assessment toward normal but wasn't strong enough to outweigh the other signals. Overall, the combination of a suspicious port with several mildly atypical behaviors is what led the model to raise this alert."
Kimi K3,C0_baseline,39,True,False,1.0,"This flow was flagged because it transferred an unusually large volume of data: the bytes sent were far above what is typical for this kind of connection, and the packet count was also elevated, pointing to a prolonged or heavy exchange rather than routine traffic. The bytes received were likewise higher than normal, reinforcing the picture of a bulk transfer in both directions. Working in the flow's favor, the destination port looked ordinary, consistent with a common legitimate service. Finally, the day of week was slightly atypical for this pattern of activity, adding a small extra nudge toward suspicion."
Kimi K3,C0_baseline,40,True,False,1.0,"This flow was flagged primarily because the bytes sent were unusually high compared with typical traffic, suggesting an abnormally large outbound transfer. The elevated packet count and the higher-than-expected bytes received reinforced the picture of an unusually heavy exchange in both directions. On the other hand, the destination port and the protocol both looked consistent with normal, expected traffic, which pulled the assessment slightly toward benign. Those reassuring signals were not strong enough to outweigh the suspicious data volumes, so the flow was ultimately classified as an anomaly."
Kimi K3,C0_baseline,41,False,False,1.0,"Compared with typical traffic for this day of week, the flow had an unusually high volume of bytes sent and an elevated packet count, making it stand out as suspicious. The bytes received were also larger than expected, reinforcing the deviation from normal behavior. The destination port was the main factor pulling the assessment back toward normal, but it was not strong enough to offset the abnormal transfer pattern."
Kimi K3,C0_baseline,42,False,True,1.0,"The biggest driver of this alert is the destination port — it's one this host rarely, if ever, connects to, which made the flow stand out immediately. On top of that, the packet count is higher than what's typical for this kind of connection, and the protocol in use doesn't match the traffic patterns the model normally sees here. A somewhat stretched-out connection duration added a little more suspicion on top. Working in the other direction, the bytes sent actually looked fairly ordinary, but that one normal-looking trait wasn't enough to outweigh everything else."
Kimi K3,C0_baseline,43,False,True,1.0,"This flow was flagged primarily because the volume of bytes received was far outside what we typically see for this kind of connection, which is the strongest indicator of something unusual. The timing also contributed — the activity occurred on a day of week when this host normally isn't very active, and the pattern of bytes sent deviated from baseline behavior as well. Additionally, the connection duration was atypical, suggesting the session behaved differently from routine traffic. The only factor that looked reassuring was the destination port, which is consistent with legitimate services, but it wasn't enough to outweigh the other signals.

**Analyst takeaway:** The flow is worth investigating, focusing on the unusually high inbound data volume and the off-schedule timing — a common pattern in data exfiltration or command-and-control activity, even when the port appears benign."
Kimi K3,C0_baseline,44,True,False,1.0,"This flow was flagged primarily because the host sent an unusually large amount of data — the **bytes sent** were the biggest driver of the alert. A higher-than-typical **packet count** also pushed the model toward anomaly, suggesting far more back-and-forth than a normal connection of this kind, and the elevated **bytes received** reinforced that picture of an unusually heavy exchange. Working in the other direction, the **destination port** looked like one commonly used by legitimate services, and the **protocol** in use is typical of everyday traffic, both of which argued against flagging. On balance, though, the sheer volume of outbound and inbound data outweighed those reassuring signs, so the flow was classified as an anomaly."
Kimi K3,C0_baseline,45,False,True,1.0,"This flow was flagged mainly because the destination port is one rarely seen in normal traffic, which strongly suggests a possible connection to an unexpected or unauthorized service. The bytes sent also looked atypical compared to baseline behavior, and the protocol in use added further suspicion since it doesn't match what we'd usually expect here. The connection duration appeared slightly out of the ordinary as well, though it was only a minor factor in the decision. The one feature working in this flow's favor was the packet count, which looked consistent with legitimate activity, but it wasn't enough to outweigh the other warning signs."
Kimi K3,C0_baseline,46,True,False,1.0,"This flow was flagged primarily because it targeted a destination port that the model strongly associates with suspicious activity. The packet count and the protocol used also leaned toward unusual behavior, reinforcing the alert. On the other hand, the connection duration looked typical of legitimate traffic, and the volume of bytes sent was consistent with normal patterns. However, those reassuring signs were not enough to outweigh the concerns, so the flow was ultimately classified as an anomaly."
Kimi K3,C0_baseline,47,True,False,1.0,"This flow was flagged primarily because of its unusual data volume: the bytes sent were far higher than what is typical for this kind of connection, and the packet count was also elevated compared to normal traffic. The bytes received were likewise higher than expected, adding to the impression of an abnormally heavy transfer. On the other hand, the destination port looked ordinary and the protocol was consistent with everyday traffic, both of which pulled the assessment slightly back toward normal. Those reassuring signals weren't enough to outweigh the suspicious transfer volumes, so the flow was ultimately classified as an anomaly."
Kimi K3,C0_baseline,48,False,True,1.0,"This flow was flagged because the volume of bytes sent was unusually high compared with typical traffic, and the packet count was also elevated, suggesting a burst of activity. The amount of bytes received was larger than expected as well, reinforcing the picture of heavy two-way data transfer. The day of week on which the flow occurred added a small amount of suspicion, since this kind of traffic is less expected at that time. The destination port looked consistent with common, legitimate services, which pulled the assessment back toward normal, but not enough to outweigh the other signals."
Kimi K3,C0_baseline,49,False,False,1.0,"This flow was flagged primarily because the bytes received were well outside the normal range, pointing to an unusually large or unexpected inbound transfer. The day of week also raised suspicion, since this kind of activity isn't typical for that day, and the hour of day further suggested the timing was off-pattern. The bytes sent contributed as well, indicating the outbound volume looked somewhat irregular for this source. While the destination port actually resembled normal traffic and pushed back toward a benign verdict, it wasn't strong enough to outweigh the other warning signs."
Qwen 3.7 Max,C0_baseline,0,False,False,1.0,"The automated alert flagged this network flow as anomalous due to the unusually high volume of bytes sent, bytes received, and the overall packet count. While the specific destination port and protocol observed are typical for benign traffic, these normal characteristics could not outweigh the massive data transfer metrics. Please investigate this connection immediately to determine if the excessive payload indicates potential data exfiltration or unauthorized bulk downloading."
Qwen 3.7 Max,C0_baseline,1,False,False,1.0,"This network flow was flagged as an anomaly primarily because it targeted an unusual destination port using an atypical protocol. Furthermore, the session exhibited a suspiciously long connection duration, and the bytes sent were unusually high. Even though the overall packet count was relatively low, which usually suggests benign activity, the other irregular characteristics strongly triggered the alert."
Qwen 3.7 Max,C0_baseline,2,False,False,1.0,"This network flow was flagged as an anomaly primarily because it targeted an unusual destination port and involved an atypically high volume of bytes received. Furthermore, the connection was established during an unexpected hour of day and on an atypical day of week, which added to the overall risk profile. Although the amount of bytes sent appeared standard and typically suggests benign activity, the combined weight of the other indicators strongly points to a potential intrusion."
Qwen 3.7 Max,C0_baseline,3,True,False,1.0,"This network flow was flagged as anomalous primarily due to unusually high traffic volumes, specifically driven by elevated bytes sent, increased packet count, and substantial bytes received. Although the observed destination port and protocol are typically associated with benign activity, these normal characteristics could not outweigh the suspicious transfer sizes. Please investigate this connection further to determine if the massive data exchange represents legitimate bulk operations or potential data exfiltration."
Qwen 3.7 Max,C0_baseline,4,False,False,1.0,"This network flow was flagged as anomalous primarily because the volume of bytes received and bytes sent were highly unusual, coupled with an atypical connection duration. Furthermore, the activity occurred during a suspicious hour of day, which heightened the alert severity despite the destination port being completely standard and expected. You should investigate this host for potential data exfiltration or command and control communication, as the combination of these behavioral and temporal deviations strongly indicates malicious activity."
Qwen 3.7 Max,C0_baseline,5,False,False,1.0,"The system flagged this network flow as anomalous primarily because an unusually high volume of bytes received was observed, alongside increased bytes sent and a longer connection duration. Furthermore, this activity occurred during an hour of day that is less typical for normal operations, adding to the overall suspicion. Although the destination port used is commonly associated with benign traffic, the overwhelming evidence from the data transfer sizes and timing easily warranted the alert."
Qwen 3.7 Max,C0_baseline,6,False,False,1.0,"This network flow was flagged as an anomaly primarily because it targeted an unexpected destination port while utilizing a suspicious protocol. The session also involved an unusually high volume of bytes sent and bytes received, which strongly suggests unauthorized data transfer. Although the total packet count was typical and slightly offset these suspicions, the combined irregularities strongly warrant your investigation."
Qwen 3.7 Max,C0_baseline,7,True,False,1.0,"The system flagged this network flow as anomalous primarily due to an unusually high volume of bytes sent, an elevated packet count, and a significant amount of bytes received during the session. Although the destination port targeted is typically associated with normal traffic, this expected behavior was heavily outweighed by the massive data transfer. Additionally, the specific day of week when this activity occurred slightly increased the system's suspicion, solidifying the decision to generate an alert."
Qwen 3.7 Max,C0_baseline,8,False,False,1.0,"The system flagged this network flow as anomalous primarily due to unusually high traffic volumes, specifically driven by elevated amounts of bytes sent, bytes received, and the overall packet count. Although the destination port and protocol used were typical for standard benign communications, they were not enough to offset the suspicious traffic volume. Please investigate this connection further to determine if this massive data transfer represents legitimate bulk operations or potential data exfiltration."
Qwen 3.7 Max,C0_baseline,9,False,False,1.0,"The automated alert flagged this network flow as an anomaly primarily due to the unusually high volume of bytes sent, bytes received, and the total packet count. While the chosen destination port usually indicates benign activity, the specific hour of day when this transfer occurred added to the general suspicion. Please investigate this connection to verify whether this massive data exchange is an authorized business process or a potential security breach."
Qwen 3.7 Max,C0_baseline,10,False,False,1.0,"This network flow was flagged as an anomaly primarily due to the unusual destination port, the specific protocol utilized, and the large volume of bytes sent over the connection duration. While the total packet count seemed typical and pointed toward normal activity, this mitigating factor could not outweigh the suspicious nature of the remaining attributes. You should review this traffic to verify if the data transfer is authorized or indicative of a security breach."
Qwen 3.7 Max,C0_baseline,11,False,False,1.0,"The system flagged this network flow as anomalous primarily because of the unusually high volume of bytes received and bytes sent during an atypical hour of day and day of week. Although the destination port used for this connection is commonly seen in normal traffic and slightly reduced the suspicion, the overall behavior remained highly irregular. You should investigate this connection further to determine if this massive data transfer during these unusual times represents legitimate administrative activity or potential data exfiltration."
Qwen 3.7 Max,C0_baseline,12,False,False,1.0,"The automated system flagged this network flow as anomalous primarily due to the highly unusual destination port and the specific protocol utilized. While the total packet count and overall bytes sent aligned with typical benign traffic patterns, the extended connection duration added to the system's suspicion. Please investigate this session to determine if this combination of characteristics indicates a legitimate service or a potential security threat."
Qwen 3.7 Max,C0_baseline,13,True,False,1.0,"This network flow was flagged as anomalous primarily because of the unusual volume of bytes received and the specific day of week it occurred. The extended connection duration also exhibited irregular patterns that further increased system suspicion. Although the bytes per packet and the destination port appeared completely typical and pushed the evaluation toward normal behavior, the suspicious data volume and timing ultimately outweighed those benign characteristics."
Qwen 3.7 Max,C0_baseline,14,True,False,1.0,"This network flow was flagged as an anomaly primarily because it targeted an unexpected destination port while generating a suspicious amount of bytes sent over an atypical protocol. Even though the total packet count seemed standard and slightly offset the alert, the quantity of bytes received added to the overall irregularity of the session. Please investigate this traffic to determine if these combined behaviors indicate unauthorized access or data exfiltration."
Qwen 3.7 Max,C0_baseline,15,False,False,1.0,"This network flow was flagged as anomalous primarily because of the unusually high volume of bytes sent, bytes received, and the overall packet count. Although the destination port suggests routine traffic, the observed day of week added to the overall suspicion. Please investigate this connection to determine if this heavy data transfer is part of legitimate business operations or potential data exfiltration."
Qwen 3.7 Max,C0_baseline,16,False,False,1.0,"This network flow was flagged as anomalous primarily due to an unusually high volume of bytes sent, a large amount of bytes received, and an elevated packet count. Although the destination port appeared typical and suggested normal behavior, the activity occurring on an unexpected day of week further increased the system's suspicion. You should investigate this connection to determine if the massive data transfer is an authorized backup or a potential data exfiltration attempt."
Qwen 3.7 Max,C0_baseline,17,False,False,1.0,"The system flagged this network flow as anomalous primarily due to unusually high data transfer metrics, specifically driven by elevated bytes sent, bytes received, and the overall packet count. Although the destination port and protocol observed were typical and suggested benign traffic, these normal characteristics could not outweigh the massive transmission sizes. Consequently, the alert was generated to prompt your investigation into whether this heavy communication represents legitimate bulk transfer or malicious behavior."
Qwen 3.7 Max,C0_baseline,18,True,False,1.0,"The system flagged this network flow as anomalous mainly because of the unusual destination port, the high volume of bytes sent, and the specific protocol used. Although the low packet count typically points toward normal behavior, the prolonged connection duration added to the overall suspicion. Please investigate these indicators to determine if this represents legitimate business traffic or a potential security threat."
Qwen 3.7 Max,C0_baseline,19,False,False,1.0,"The automated system flagged this network flow as anomalous primarily due to massive traffic volumes, driven by unusually high amounts of bytes sent, bytes received, and an elevated packet count. Although the connection targeted a standard destination port that typically suggests benign activity, the specific day of week made this level of network behavior highly suspicious. Ultimately, the sheer scale of the data transfer overpowered the expected port usage, warranting your investigation into potential unauthorized bulk transfers or data exfiltration."
Qwen 3.7 Max,C0_baseline,20,False,False,1.0,"The system flagged this network flow as anomalous primarily because of the unusually high volume of bytes sent, bytes received, and the overall packet count. Additionally, the day of week when this activity occurred further increased the suspicion level of the traffic. Although the destination port was typical and pointed toward normal behavior, it was not enough to offset the overwhelming evidence of abnormal data transfer volumes."
Qwen 3.7 Max,C0_baseline,21,False,False,1.0,"This network flow was flagged as anomalous primarily because of the unusual destination port and the specific protocol used during the communication. Additionally, the elevated packet count and the overall connection duration further contributed to the suspicious nature of this traffic. Conversely, the low amount of bytes sent suggested normal activity, but this was insufficient to prevent the alert."
Qwen 3.7 Max,C0_baseline,22,False,False,1.0,"The system flagged this network flow as an anomaly because it targeted an irregular destination port using an atypical protocol, and the bytes sent were suspiciously high. Although the overall packet count was low enough to suggest normal activity, the bytes received further reinforced the alert. Please investigate this session to determine if this combination of strange routing and asymmetric data transfer indicates a potential compromise."
Qwen 3.7 Max,C0_baseline,23,False,False,1.0,"This network flow was flagged as anomalous primarily because of the large amount of bytes received and the notable amount of bytes sent, combined with an atypical connection duration. Furthermore, the activity occurred on an unexpected day of week, which heightened suspicion despite the traffic targeting a completely normal destination port. You should investigate this session to determine if the unusual data transfer and strange timing indicate potential data exfiltration."
Qwen 3.7 Max,C0_baseline,24,False,True,1.0,"This network flow was flagged as anomalous primarily due to the highly unusual destination port and the specific protocol used for the communication. Furthermore, the bytes received and the overall connection duration added to the suspicious profile of this session. While the packet count resembled typical benign traffic, this normal characteristic was outweighed by the other irregular behaviors."
Qwen 3.7 Max,C0_baseline,25,False,False,1.0,"The system flagged this network flow as anomalous primarily because of the unusually high volume of data transferred, specifically the large amount of bytes sent, bytes received, and the overall packet count. Although the specific destination port and the protocol used are typical for standard traffic and slightly suggested normal behavior, they were not enough to offset the suspicious data volumes. You should investigate this connection further to determine if this massive data exchange represents potential data exfiltration or unauthorized bulk transfer."
Qwen 3.7 Max,C0_baseline,26,False,False,1.0,"The system flagged this network flow as anomalous primarily due to the highly unusual destination port, the specific protocol used, and the large volume of bytes sent. Although the low packet count and brief connection duration are traits typically associated with normal traffic, they were not significant enough to override the suspicious indicators. Please investigate this activity to determine if this unexpected communication indicates covert channel activity or unauthorized data transfer."
Qwen 3.7 Max,C0_baseline,27,False,False,1.0,"This network flow was flagged as an anomaly primarily because the volume of bytes received was unusually high. Additionally, the activity occurred at an atypical hour of day and on an unexpected day of week, which further deviates from standard operational patterns. Although the destination port is typically associated with benign traffic, the unusually long connection duration ultimately tipped the overall behavior into the anomalous category."
Qwen 3.7 Max,C0_baseline,28,False,False,1.0,"This network flow was flagged as anomalous primarily due to unusually high volumes of bytes sent, bytes received, and overall packet count. While the specific destination port used is generally associated with benign traffic, the transfer occurred on this particular day of week when such massive data movements are highly irregular. Please investigate this connection to verify whether this unexpected surge in network activity represents legitimate business processes or potential data exfiltration."
Qwen 3.7 Max,C0_baseline,29,False,False,1.0,"This network flow was flagged as anomalous primarily because of the unusually high volume of bytes sent, bytes received, and the overall packet count. Although the destination port and protocol used are typically associated with normal traffic, these standard characteristics were not enough to offset the suspicious data transfer volumes. You should investigate the endpoints involved to determine if this massive data exchange is part of legitimate business operations or potential data exfiltration."
Qwen 3.7 Max,C0_baseline,30,False,False,1.0,"This network flow was flagged as an anomaly primarily because it targeted an unexpected destination port while utilizing an atypical protocol. The system's suspicion was further reinforced by an unusual packet count and an abnormal connection duration that deviated from standard baseline behaviors. Although the bytes sent were relatively typical and slightly countered the malicious indicators, the combined weight of the other factors still triggered the alert."
Qwen 3.7 Max,C0_baseline,31,False,True,1.0,"This network flow was flagged as anomalous primarily because the targeted destination port and the substantial amount of bytes received strongly suggest unusual inbound data activity. Furthermore, the specific day of week and hour of day when this connection occurred deviate from normal business operations, adding to the suspicious nature of the traffic. While the total packet count seemed relatively standard and pointed slightly toward benign behavior, it was ultimately outweighed by the irregular timing and transfer size."
Qwen 3.7 Max,C0_baseline,32,True,False,1.0,"This network flow was flagged as anomalous mainly because of the unusual destination port and the specific protocol used during the communication. Although the observed packet count and the total bytes sent resembled typical traffic patterns, these normal characteristics were insufficient to override the main suspicious indicators. Additionally, the overall connection duration further reinforced the abnormal nature of this session, ultimately triggering the alert for your review."
Qwen 3.7 Max,C0_baseline,33,False,False,1.0,"The system flagged this network flow as anomalous primarily due to unusually heavy traffic, specifically driven by the excessive bytes sent, bytes received, and overall packet count. Although the destination port and protocol used in this connection appeared standard and typically indicate benign activity, they were not enough to offset the suspicious traffic. You should investigate this session further to determine if this massive data transfer represents a legitimate bulk operation or a potential data exfiltration attempt."
Qwen 3.7 Max,C0_baseline,34,False,False,1.0,"This network flow was flagged as anomalous primarily due to the unusual destination port, the specific protocol used, and the large amount of bytes sent. The volume of bytes received also added to the suspicious nature of this connection. While the total packet count suggested normal behavior, the overwhelming evidence from the other characteristics strongly pointed toward malicious activity."
Qwen 3.7 Max,C0_baseline,35,False,False,1.0,"This network flow was flagged as an anomaly primarily due to the unusually high volume of bytes sent, bytes received, and the elevated packet count. While the destination port typically indicates benign activity, the specific day of week contributed to the suspicious nature of this connection. You should investigate this heavy data transfer to verify whether it represents legitimate user behavior or a potential security breach."
Qwen 3.7 Max,C0_baseline,36,False,True,1.0,"This network flow was flagged as anomalous primarily due to the highly unusual destination port and the specific protocol used for the communication. Furthermore, the observed packet count and connection duration exhibited behavioral patterns that significantly deviated from our standard baseline. Even though the total bytes sent looked typical and pointed toward normal traffic, the strong irregularities in the other characteristics ultimately forced the system to trigger this alert."
Qwen 3.7 Max,C0_baseline,37,False,False,1.0,"This network flow was flagged as an anomaly primarily because of the unusually high volume of bytes received and bytes sent during the session. Additionally, the connection duration was abnormally long, and the day of week was highly atypical for this type of activity. Although the destination port appeared completely normal and typical for standard traffic, the combination of these other suspicious behavioral traits strongly indicated a potential intrusion."
Qwen 3.7 Max,C0_baseline,38,False,False,1.0,"This network flow was flagged as an anomaly primarily due to the highly unusual destination port and the suspicious protocol used for the communication. While the minimal amount of bytes sent usually points toward benign traffic, the elevated packet count and prolonged connection duration heavily outweigh that normal characteristic. Please investigate this session, as this specific combination of traits frequently indicates slow beaconing attempts or covert data exfiltration."
Qwen 3.7 Max,C0_baseline,39,False,False,1.0,"The system flagged this network flow as anomalous due to the unusually high volume of bytes sent and bytes received, alongside the elevated packet count. While the destination port aligns with normal traffic patterns, the massive data transfer heavily outweighed this expected behavior. Additionally, the specific day of week when this activity occurred slightly increased suspicion, ultimately triggering the alert."
Qwen 3.7 Max,C0_baseline,40,False,False,1.0,"The system flagged this network flow as anomalous primarily because of the unusually high volume of bytes sent, bytes received, and the overall packet count. Although the destination port and protocol used were typical for standard network traffic, those normal attributes could not offset the suspicious transfer sizes. You should investigate this connection further to determine if this massive data exchange represents legitimate bulk transfers or potential data exfiltration."
Qwen 3.7 Max,C0_baseline,41,False,False,1.0,"This network flow was flagged as an anomaly primarily due to the massive amounts of bytes sent and bytes received, alongside a high packet count. The specific day of week also contributed to the alert, despite the destination port being typical of normal traffic. Please investigate whether this heavy data transfer represents a legitimate business process or a potential security breach."
Qwen 3.7 Max,C0_baseline,42,False,False,1.0,"The automated system flagged this network flow as anomalous primarily because it targeted an unusual destination port using an atypical protocol and an abnormal packet count. Although the total bytes sent were low enough to resemble normal traffic, the overall connection duration further deviated from expected baselines. Please investigate this session to determine if these combined irregularities represent a genuine intrusion attempt."
Qwen 3.7 Max,C0_baseline,43,False,True,1.0,"This network flow was flagged as anomalous primarily because the bytes received were unusually high, combined with the unusual day of week for this type of activity. Furthermore, the bytes sent and the overall connection duration were slightly elevated, adding to the suspicious nature of the traffic. Although the destination port used was completely expected and slightly countered the alert, the other factors overwhelmingly justified the anomaly classification."
Qwen 3.7 Max,C0_baseline,44,False,False,1.0,"The system flagged this network flow as anomalous primarily because of unusually high metrics for bytes sent, bytes received, and overall packet count. Although the destination port and protocol used were typical and suggested normal behavior, those factors could not offset the suspicious traffic volume. You should investigate this connection further to determine if the massive data transfer represents legitimate bulk operations or potential data exfiltration."
Qwen 3.7 Max,C0_baseline,45,False,False,1.0,"This network flow was flagged as anomalous primarily because it targeted an unexpected destination port using a suspicious protocol while the amount of bytes sent was unusually high. Furthermore, the connection duration lasted much longer than what is typically seen in routine communications. Even though the overall packet count was low enough to resemble normal activity, the combined weight of the other irregular traits strongly suggested malicious behavior."
Qwen 3.7 Max,C0_baseline,46,False,False,1.0,"The system flagged this network flow as anomalous primarily due to an unusual destination port, an atypical protocol, and a suspicious packet count. Although the connection duration and the volume of bytes sent were consistent with expected baseline traffic, these typical traits could not outweigh the primary risk indicators. You should investigate this activity further to determine if it represents a legitimate new service or a potential intrusion attempt."
Qwen 3.7 Max,C0_baseline,47,True,False,1.0,"The system flagged this network flow as anomalous primarily because of unusually high traffic volume, specifically the large amount of bytes sent, the elevated packet count, and the substantial bytes received. However, the overall suspicion was slightly reduced because the destination port and the underlying protocol used are commonly associated with benign network activity. You should investigate this connection to determine if this massive data transfer represents authorized bulk operations or potential data exfiltration hiding behind standard network services."
Qwen 3.7 Max,C0_baseline,48,False,True,1.0,"This network flow was flagged as anomalous primarily due to an unusually high volume of traffic, driven by excessive bytes sent, a large packet count, and significant bytes received. The suspicion was further heightened because the specific day of week associated with this activity typically exhibits different baseline traffic patterns. Even though the destination port was standard and slightly reduced the overall risk assessment, the massive data transfer metrics ultimately forced the system to trigger the alert."
Qwen 3.7 Max,C0_baseline,49,False,False,1.0,"This network flow was flagged as an anomaly primarily because the volume of bytes received and the amount of bytes sent were unusually high. Additionally, the activity occurred during an atypical hour of day and on an unexpected day of week, which further increased the suspicion. Although the destination port used was completely normal and slightly countered the alert, the extreme transfer sizes and unusual timing ultimately triggered the warning."
GPT-5.6 Luna,C0_baseline,0,True,False,1.0,"The flow was flagged because the bytes sent were unusually high, suggesting substantial outbound activity. Its packet count and bytes received also indicated more communication than expected. The destination port and protocol were somewhat consistent with normal traffic, but not enough to offset the stronger volume-related warning signs."
