model,condition,idx,faithful,tone_ordered,coverage,narrative
Qwen 3.7 Max,C2_urgent_ordering,4,True,False,1.0,"Investigate this connection immediately, as the massive volume of bytes received combined with the highly unusual hour of day strongly suggests an active data exfiltration or command and control callback. Although the unusually high amount of bytes sent back to the source confirms this is not standard web browsing, the traffic did target an expected destination port that typically indicates benign activity. Factor in the slightly irregular connection duration, and you need to isolate this host right now before the attacker establishes a deeper foothold."
Qwen 3.7 Max,C2_urgent_ordering,5,True,False,1.0,"Investigate this alert immediately because the massive volume of bytes received strongly indicates severe compromise, completely overshadowing the fact that the traffic targeted the expected destination port. The suspicious hour of day further confirms malicious intent, especially when paired with the unusual volume of bytes sent back to external servers. Finally, the abnormal connection duration solidifies this as critical threat activity, so isolate the affected host right now to prevent further lateral movement."
Qwen 3.7 Max,C2_urgent_ordering,6,True,False,1.0,"Immediately investigate this flow because the highly unusual destination port combined with an abnormal volume of bytes sent strongly indicates active data exfiltration or unauthorized command-and-control communication. The suspicious protocol used further confirms malicious intent, even though the overall packet count appeared deceptively routine and initially masked the threat. Furthermore, the unexpected amount of bytes received suggests the attacker is actively downloading malicious payloads, so isolate the affected host immediately before the compromise spreads."
Qwen 3.7 Max,C2_urgent_ordering,7,True,False,1.0,"Investigate this flow immediately because the massive volume of bytes sent strongly indicates active data exfiltration. This threat is compounded by an unusually high packet count and elevated bytes received, confirming large-scale payload transfer is underway. While the destination port appears standard and initially suggests legitimate traffic, it is likely being abused to blend in with routine operations. The current day of week also slightly elevates the overall risk profile, so isolate the affected host now before the attacker pivots deeper into our network."
Qwen 3.7 Max,C2_urgent_ordering,8,True,False,1.0,"Investigate this host immediately for active data exfiltration, as the system transmitted massive volumes of bytes sent alongside an exceptionally high packet count. The sheer scale of bytes received indicates potential command-and-control activity, even though the connection utilized an expected destination port. Despite relying on a standard protocol, this overwhelming malicious activity demands that you isolate the endpoint right now to stop the breach."
Qwen 3.7 Max,C2_urgent_ordering,9,True,False,1.0,"Investigate this host immediately for active data exfiltration, as the massive volume of bytes sent was accompanied by the unusually high packet count and significant bytes received. Although the connection targeted the standard destination port that slightly reduced overall risk, this suspicious behavior erupted during the unexpected hour of day that confirms malicious intent. Isolate the affected machine right now to sever attacker access and prevent further network compromise."
Qwen 3.7 Max,C2_urgent_ordering,10,True,False,1.0,"Immediately isolate the affected host because the highly suspicious destination port and massive volume of bytes sent strongly indicate active data exfiltration or unauthorized service access. The bizarre protocol utilized for this session further confirms malicious intent, even though the surprisingly low packet count momentarily mimics benign activity. Ultimately, the extended connection duration solidifies this threat as critical compromise requiring your immediate containment action."
Qwen 3.7 Max,C2_urgent_ordering,11,True,False,1.0,"Immediately isolate this host because the massive volume of bytes received strongly indicates potential data exfiltration, compounded by unusual activity for this specific day of week and abnormal quantities of bytes sent. Although the destination port aligns with standard baseline traffic, the suspicious hour of day further confirms this represents coordinated malicious activity rather than normal business operations. Block the connection at the firewall right now and pull full packet captures to determine exactly what malicious content was transferred."
Qwen 3.7 Max,C2_urgent_ordering,12,True,False,1.0,"Immediately investigate this flow because the highly unusual destination port combined with an unexpected protocol strongly indicates a potential command and control beacon or unauthorized service. Although the sparse packet count typically suggests benign activity, the extended connection duration overrides this and points to a persistent, stealthy keepalive tunnel. Furthermore, the minimal bytes sent align with covert heartbeat traffic rather than normal bulk transfers, so isolate the affected host immediately to prevent further compromise."
Qwen 3.7 Max,C2_urgent_ordering,13,True,False,1.0,"Immediately investigate this alert because a highly suspicious volume of bytes received was transferred on an unusual day of week, strongly indicating a potential data exfiltration or payload drop. This malicious activity was sustained by an abnormally long connection duration, keeping the session open well beyond acceptable baselines to complete the transfer. While the standard bytes per packet and expected destination port initially made the traffic look benign, the sheer scale and timing of this anomaly require you to isolate the endpoint right now."
Qwen 3.7 Max,C2_urgent_ordering,14,True,False,1.0,"Investigate this connection immediately because the unusual destination port and high volume of bytes sent strongly indicate unauthorized data exfiltration over the suspicious protocol. Although the low packet count typically suggests benign background traffic, attackers are likely using it here to mask the malicious activity. Furthermore, the abnormal amount of bytes received confirms the bidirectional command and control channel, so isolate the affected host right now to stop the breach."
Qwen 3.7 Max,C2_urgent_ordering,15,True,False,1.0,"Immediately investigate this flow because the massive volume of bytes sent and the unusually high packet count strongly indicate active data exfiltration. While the elevated bytes received confirm bidirectional communication, the chosen destination port actually mimics benign traffic, meaning the threat actor is likely hiding behind allowed services. The current day of week further compounds this risk profile, so isolate the affected endpoint right now to prevent further data loss."
Qwen 3.7 Max,C2_urgent_ordering,16,True,False,1.0,"Immediately isolate the source host for this flow, as the exceptionally high volume of bytes sent combined with an enormous packet count strongly indicates active data exfiltration or severe flooding. The substantial amount of bytes received further suggests established bidirectional command and control communications, effectively overriding the fact that the destination port is typically associated with benign traffic. Compounding this suspicion, the exact day of week this activity occurred aligns with known adversary operational timelines, so pull the full packet capture and block the IP immediately."
Qwen 3.7 Max,C2_urgent_ordering,17,True,False,1.0,"Immediately investigate this flow because the unusually high volume of bytes sent, combined with an elevated packet count and significant bytes received, strongly indicates active data exfiltration or a large-scale payload transfer. Although the destination port and protocol appear typical for benign traffic, these normal traits are vastly outweighed by the massive data transfer anomalies. Isolate the source host right now to halt the potential breach while you inspect the payload."
Qwen 3.7 Max,C2_urgent_ordering,18,True,False,1.0,"Investigate this flow immediately, as the highly unusual destination port combined with an abnormally high volume of bytes sent strongly suggests active data exfiltration. The suspicious protocol used for this transfer further confirms malicious intent, despite the fact that a minimal packet count typically indicates normal traffic. Ultimately, the prolonged connection duration solidifies this as a critical threat, so isolate the affected host right away to halt the attack."
Qwen 3.7 Max,C2_urgent_ordering,19,True,False,1.0,"Investigate this flow immediately, as the exceptionally high volume of bytes sent, combined with a massive packet count and unusually large amount of bytes received, strongly indicates active data exfiltration. Although the targeted destination port typically aligns with benign baseline traffic, the sheer scale of this transfer overrides that expectation and demands your immediate containment actions. Furthermore, this suspicious activity occurring on the current day of week deviates from standard operational schedules, confirming this is a critical threat that you must isolate right now."
Qwen 3.7 Max,C2_urgent_ordering,20,True,False,1.0,"Immediately investigate this host for potential data exfiltration, as the system generated massive volumes of bytes sent alongside an unusually high packet count and significant amounts of bytes received. Although the destination port appeared completely standard and initially suggested benign traffic, the overall behavior remains highly suspicious because this occurred during a day of week that typically sees minimal legitimate network activity. Isolate the affected endpoint right now and pull the full packet capture to determine exactly what data was moved during this anomalous session."
Qwen 3.7 Max,C2_urgent_ordering,21,True,False,1.0,"Immediately investigate this flow because the highly suspicious destination port, combined with abnormal packet count and unexpected protocol usage, strongly indicates active exploitation or command-and-control beaconing. Although minimal bytes sent typically points toward benign traffic, the slightly prolonged connection duration confirms this is stealthy, low-and-slow communication rather than standard activity. Isolate the source endpoint right now and pull full traffic logs to determine if this threat has successfully established persistent footholds."
Qwen 3.7 Max,C2_urgent_ordering,22,True,False,1.0,"The most critical indicator of compromise is the highly unusual destination port targeted by this flow, which is strongly compounded by an abnormally high volume of bytes sent outbound. The specific protocol utilized is also highly suspicious for this environment, despite the fact that the overall packet count remained relatively low and typical. Coupled with an elevated amount of bytes received in response, this traffic confirms active reciprocal communication that requires your immediate investigation to halt potential data exfiltration."
Qwen 3.7 Max,C2_urgent_ordering,23,True,False,1.0,"Investigate this host immediately because an unusually massive volume of bytes received strongly indicates a potential malware payload delivery or staging activity. This suspicious inbound spike is compounded by the atypical day of week for this network behavior and an elevated amount of bytes sent, suggesting active command-and-control communication. Although the destination port appears standard and initially suggested benign traffic, the extended connection duration confirms this is a persistent, malicious session that requires immediate isolation."
Qwen 3.7 Max,C2_urgent_ordering,24,True,False,1.0,"Investigate this suspicious flow immediately because the unusual destination port strongly indicates potential command and control activity, further corroborated by unexpected protocol usage. Although the low packet count slightly resembles normal traffic, the elevated bytes received and prolonged connection duration confirm active data exfiltration or persistent beaconing. Isolate the affected host right now to halt the suspected breach before adversaries escalate privileges."
Qwen 3.7 Max,C2_urgent_ordering,25,True,False,1.0,"Investigate this host immediately because the exceptionally high volume of bytes sent and the massive packet count strongly indicate active data exfiltration. This suspicious outbound activity is further compounded by unusual quantities of bytes received, suggesting persistent command and control traffic or large payload deliveries. Although the specific destination port and underlying protocol typically resemble benign traffic, the overwhelming transfer metrics demand that you isolate the endpoint right now to stop the breach."
Qwen 3.7 Max,C2_urgent_ordering,26,True,False,1.0,"Investigate this flow immediately because the highly unusual destination port strongly indicates unauthorized command and control activity. This threat is compounded by massive bytes sent over the suspicious protocol, heavily pointing toward active data exfiltration. Although the low packet count and brief connection duration typically suggest benign traffic, these normalizing traits are completely overshadowed by the severe malicious indicators. Isolate the affected host right now to prevent further network compromise."
Qwen 3.7 Max,C2_urgent_ordering,27,True,False,1.0,"Investigate this flow immediately because the massive volume of bytes received strongly indicates potential data exfiltration, even though the destination port typically resembles benign traffic. Furthermore, the unusual day of week combined with the extended connection duration and the suspicious hour of day heavily reinforce that this is malicious activity. Isolate the affected host right now and pull the full packet capture to determine the exact nature of this compromise before the attacker pivots."
Qwen 3.7 Max,C2_urgent_ordering,28,True,False,1.0,"Immediately investigate this host for potential data exfiltration, as the massive volume of bytes sent combined with an unusually high packet count strongly indicates unauthorized outbound transfers. The elevated bytes received suggests this could be a bidirectional command-and-control channel, even though the destination port aligns with expected normal traffic patterns. Furthermore, this suspicious activity is occurring on a day of week with typically lower baseline traffic, making the spike even more conspicuous and requiring your immediate isolation of the endpoint."
Qwen 3.7 Max,C2_urgent_ordering,29,True,False,1.0,"Immediately isolate the compromised host because the massive volumes of bytes sent alongside the unusually high packet count strongly indicate active data exfiltration. Furthermore, the excessive bytes received suggest the attacker is successfully pulling down malicious payloads to establish robust command channels. Although the expected destination port and standard protocol typically suggest benign traffic, threat actors are clearly abusing these normal characteristics to mask the ongoing intrusion."
Qwen 3.7 Max,C2_urgent_ordering,30,True,False,1.0,"Investigate this highly suspicious flow immediately because the unusual destination port strongly indicates potential command and control channels, compounded by the abnormal packet count suggesting automated beaconing. The chosen protocol further deviates from standard baseline traffic to reinforce this threat, even though the minimal bytes sent usually point toward benign behavior. Finally, the extended connection duration solidifies this critical alert, so isolate the affected host right now before the attacker escalates their access."
Qwen 3.7 Max,C2_urgent_ordering,31,True,False,1.0,"Investigate this suspicious flow immediately because the unusual destination port and the massive volume of bytes received strongly indicate potential data exfiltration or command-and-control activity. This threat is further compounded by occurring on this atypical day of week, even though the overall packet count was surprisingly low and somewhat characteristic of normal traffic. Combined with the specific hour of day this connection was initiated, the behavioral profile demands that you isolate the affected host right now to prevent further lateral movement."
Qwen 3.7 Max,C2_urgent_ordering,32,True,False,1.0,"Investigate this alert immediately because the destination port and protocol strongly indicate malicious activity. Although the packet count and bytes sent appear deceptively benign, they do not outweigh these primary threat indicators. Furthermore, the connection duration confirms this critical compromise, so isolate the affected endpoint right now."
Qwen 3.7 Max,C2_urgent_ordering,33,True,False,1.0,"This flow demands immediate triage because the massive volume of bytes sent combined with an unusually high packet count strongly indicates active data exfiltration or aggressive beaconing. The substantial amount of bytes received further confirms this is highly interactive, bidirectional communication rather than simple blind drops. Even though the destination port and protocol appeared relatively standard, the extreme traffic metrics overwhelmingly override those benign traits, so isolate the host immediately to contain the threat."
Qwen 3.7 Max,C2_urgent_ordering,34,True,False,1.0,"Investigate this host immediately, as the connection to a suspicious destination port combined with an exceptionally high volume of bytes sent strongly indicates active data exfiltration. The adversary is likely leveraging an unexpected protocol to bypass security controls, even though the overall packet count remained deceptively normal to evade basic threshold alerts. While the bytes received were only marginally elevated, this asymmetric traffic profile confirms critical compromise requiring you to isolate the endpoint right now."
Qwen 3.7 Max,C2_urgent_ordering,35,True,False,1.0,"Investigate this host immediately because the massive volume of bytes sent and the unusually high packet count strongly indicate active data exfiltration. The elevated bytes received further confirm a suspicious communication channel, even though the traffic targeted a standard destination port that typically suggests benign activity. Furthermore, this activity occurring on an unusual day of week heightens the suspicion, so isolate the endpoint right now to prevent further network compromise."
Qwen 3.7 Max,C2_urgent_ordering,36,True,False,1.0,"Immediately investigate this flow because the highly unusual destination port combined with an unexpected protocol strongly indicates potential command-and-control activity. The suspicious packet count further confirms active malicious communication, even though the minimal bytes sent would typically suggest normal background traffic. Furthermore, the extended connection duration solidifies this as persistent compromise, so isolate the affected host right now to prevent lateral movement."
Qwen 3.7 Max,C2_urgent_ordering,37,True,False,1.0,"Investigate this host immediately because the massive volume of bytes received strongly indicates potential data staging, particularly since this spike happened on the wrong day of week. This suspicious inbound activity is compounded by the high amount of bytes sent, suggesting active exfiltration despite the traffic targeting the expected destination port. Finally, the overall connection duration was unusually prolonged, confirming this is the critical threat requiring your immediate isolation and response."
Qwen 3.7 Max,C2_urgent_ordering,38,True,False,1.0,"Investigate this suspicious flow immediately because the targeted destination port and the chosen protocol strongly indicate malicious activity. This threat assessment is further compounded by the unusual packet count that deviates from standard baselines. Although the specific volume of bytes sent usually aligns with benign traffic, the extended connection duration ultimately confirmed the session as hostile."
Qwen 3.7 Max,C2_urgent_ordering,39,True,False,1.0,"Investigate this flow immediately because the massive volume of bytes sent combined with an unusually high packet count strongly suggests automated data exfiltration, while the elevated bytes received highlights active command and control communication. The adversary is likely routing this traffic through an unexpected destination port to evade detection, taking advantage of the current day of week when staffing is typically reduced. Isolate the affected host right now to halt the ongoing breach and preserve forensic evidence."
Qwen 3.7 Max,C2_urgent_ordering,40,True,False,1.0,"Isolate this endpoint immediately, as the massive volume of bytes sent combined with an unusually high packet count strongly indicates active data exfiltration. Furthermore, the substantial amount of bytes received suggests this is a bidirectional command and control channel rather than simple theft. Although the attacker attempted to blend in by using an expected destination port and a standard protocol, the sheer scale of this transfer demands your instant intervention."
Qwen 3.7 Max,C2_urgent_ordering,41,True,False,1.0,"Immediately investigate this host for active data exfiltration, as the massive volume of bytes sent coupled with the unusually high packet count strongly indicates unauthorized bulk data transfer. Although the bytes received were also elevated, the specific destination port targeted actually slightly resembles normal traffic, suggesting the attacker might be hiding outbound theft within the expected service. Furthermore, this suspicious activity occurring on the current day of week deviates from standard baseline operations, so isolate the endpoint immediately to prevent further compromise."
Qwen 3.7 Max,C2_urgent_ordering,42,True,False,1.0,"Immediately investigate this alert because the unusual destination port strongly indicates an active backdoor, compounded by an abnormal packet count and a suspicious protocol choice that suggest ongoing exploitation. Although the restricted volume of bytes sent usually points toward normal traffic, the prolonged connection duration confirms the adversary is maintaining a persistent command and control channel. Isolate the affected host right now to sever this covert link before the intruder can escalate privileges or exfiltrate sensitive data."
Qwen 3.7 Max,C2_urgent_ordering,43,True,False,1.0,"Investigate this flow immediately, as the massive volume of bytes received strongly indicates potential data exfiltration, especially suspicious given the unusual day of week for this type of traffic. Furthermore, the abnormal amount of bytes sent back to the source heavily suggests an active command-and-control channel, even though the targeted destination port is typical for benign traffic. Finally, the highly irregular connection duration further confirms this malicious activity, demanding that you isolate the compromised host right now before the attacker pivots."
Qwen 3.7 Max,C2_urgent_ordering,44,True,False,1.0,"Immediately isolate this host because the massive volume of bytes sent and the unusually high packet count strongly indicate active data exfiltration or an aggressive network sweep. This critical outbound behavior is further compounded by an elevated amount of bytes received, suggesting a persistent, bidirectional command and control channel. Although the destination port and protocol appear typical for benign traffic, the adversary is clearly abusing them to masquerade this malicious activity as legitimate business communications."
Qwen 3.7 Max,C2_urgent_ordering,45,True,False,1.0,"Investigate this flow immediately because the highly unusual destination port combined with abnormal volumes of bytes sent strongly indicates active data exfiltration or unauthorized service access. Furthermore, the specific protocol used deviates from standard baseline traffic, and while the overall packet count slightly resembles normal behavior, this represents deliberate evasion tactics masking underlying malicious activity. Finally, the extended connection duration confirms sustained, interactive sessions rather than brief automated scans, so isolate the affected host right now to prevent further lateral movement."
Qwen 3.7 Max,C2_urgent_ordering,46,True,False,1.0,"Investigate this flow immediately, as the highly unusual destination port combined with an abnormal packet count and suspicious protocol strongly indicate a targeted network intrusion. Although the brief connection duration and low volume of bytes sent typically suggest benign activity, here they likely represent a stealthy beaconing technique designed to evade standard thresholds. Isolate the affected endpoint right now and pull the full packet capture to determine if this was a successful command-and-control check-in."
Qwen 3.7 Max,C2_urgent_ordering,47,True,False,1.0,"This flow demands immediate investigation because the massive volume of bytes sent and the unusually high packet count strongly indicate active data exfiltration, further compounded by an abnormal amount of bytes received suggesting a bidirectional command and control channel. Although the destination port and the protocol typically resemble benign traffic and slightly reduced the overall suspicion, they are likely being abused to masquerade this malicious activity as routine network communications. Isolate the affected host immediately to halt the suspected data theft while you inspect the payload for confirmed malicious artifacts."
Qwen 3.7 Max,C2_urgent_ordering,48,True,False,1.0,"Investigate this host immediately for potential data exfiltration, as the massive volume of bytes sent combined with the unusually high packet count strongly indicates unauthorized outbound transfers. The elevated bytes received further confirms active communication, even though the specific destination port typically aligns with standard benign traffic. Because this anomalous behavior is happening on an unexpected day of week and deviates completely from normal baselines, isolate the endpoint right now to halt the intrusion."
Qwen 3.7 Max,C2_urgent_ordering,49,True,False,1.0,"Immediately investigate this flow because the massive volume of bytes received strongly indicates potential data exfiltration, compounded by the unusual day of week for this type of traffic. Furthermore, the abnormal amount of bytes sent suggests active command and control communication, even though the destination port typically represents benign service behavior. Finally, the specific hour of day adds to the suspicion of covert activity, so isolate the affected host immediately to contain the threat."
GPT-5.6 Luna,C1_ordering,0,True,False,1.0,"The amount of **bytes sent** was the strongest factor pushing the flow toward an anomaly, and the **packet count** also increased concern. **Bytes received** further supported the anomalous classification. The **destination port** and **protocol** pushed the assessment somewhat toward normal, but not enough to offset the traffic-volume indicators."
GPT-5.6 Luna,C1_ordering,1,True,False,1.0,"The destination port was the strongest reason this flow was flagged as unusual. The volume of bytes sent also increased concern. The protocol provided additional evidence of anomalous behavior. The packet count slightly reduced suspicion, while the connection duration still supported the alert."
GPT-5.6 Luna,C1_ordering,2,True,False,1.0,"The destination port was the strongest factor pushing this flow toward an anomaly, suggesting unusual service activity.  
The volume of bytes received further increased the suspicion, indicating an atypical inbound transfer.  
The day of week added a smaller anomaly signal based on when the activity occurred.  
Bytes sent slightly supported a normal classification, while the hour of day provided a modest countervailing anomaly signal."
GPT-5.6 Luna,C1_ordering,3,True,False,1.0,"The flow was flagged primarily because **bytes sent** appeared unusually high. **Packet count** and **bytes received** also supported the anomaly assessment, suggesting a relatively active exchange. **Destination port** and **protocol** were mildly more consistent with normal traffic, but not enough to outweigh the other signals."
GPT-5.6 Luna,C1_ordering,4,True,False,1.0,"The unusually high volume of bytes received was the main reason this flow was flagged as anomalous. The hour of day and bytes sent also made the activity look somewhat unusual. The destination port slightly reduced concern, but the connection duration still added modest support for the anomaly decision."
GPT-5.6 Luna,C1_ordering,5,True,False,1.0,"The unusually high bytes received was the strongest reason this flow was flagged as anomalous. The destination port was more consistent with normal activity, slightly reducing concern. The hour of day, bytes sent, and connection duration each added smaller signals that together supported the anomaly assessment."
GPT-5.6 Luna,C1_ordering,6,True,False,1.0,"The destination port was the strongest signal pushing the flow toward an anomaly, with bytes sent adding further concern. The protocol also supported the anomaly assessment, while the packet count slightly reduced suspicion. Bytes received provided a smaller additional indication that the flow was unusual."
GPT-5.6 Luna,C1_ordering,7,True,False,1.0,"The unusually high volume of **bytes sent** was the strongest reason this flow was flagged, followed by its elevated **packet count**. The amount of **bytes received** also contributed to the anomaly assessment. The **destination port** was more consistent with normal activity and slightly reduced concern, while the **day of week** added a smaller anomaly signal."
GPT-5.6 Luna,C1_ordering,8,True,False,1.0,"The high volume of **bytes sent** was the strongest reason the flow was considered anomalous, with **packet count** further reinforcing that assessment. **Bytes received** also contributed to the anomaly signal. **Destination port** and **protocol** leaned slightly toward normal behavior, but not enough to offset the traffic-volume indicators."
GPT-5.6 Luna,C1_ordering,9,True,False,1.0,"The unusually large volume of bytes sent was the strongest reason this flow was flagged as anomalous. A high packet count and elevated bytes received further supported the anomaly assessment. The destination port was more consistent with normal traffic, slightly offsetting the alert, while the hour of day provided a small additional indication of unusual activity."
GPT-5.6 Luna,C1_ordering,10,True,False,1.0,"The destination port was the strongest reason this flow appeared unusual, suggesting contact with a service that merits scrutiny. Bytes sent and the protocol also pushed the assessment toward anomalous behavior. The packet count slightly countered that concern, while the connection duration provided a smaller additional signal supporting the anomaly classification."
GPT-5.6 Luna,C1_ordering,11,True,False,1.0,"The flow was flagged primarily because **bytes received** strongly indicated anomalous activity, with **day of week** adding further support. **Bytes sent** also nudged the assessment toward anomaly, while **destination port** provided a small counter-indication toward normal behavior. **Hour of day** added a further, weaker signal of anomalous activity."
GPT-5.6 Luna,C1_ordering,12,True,False,1.0,"The destination port was the strongest factor pushing the flow toward an anomaly, and the protocol provided additional support for that assessment. The packet count slightly favored normal behavior, while the connection duration modestly supported the anomaly classification. The bytes sent also leaned slightly toward normal, but not enough to offset the stronger anomalous signals."
GPT-5.6 Luna,C1_ordering,13,True,False,1.0,"The unusually high **bytes received** was the strongest factor pushing this flow toward an anomaly. The **day of week** and **connection duration** also made the activity look less typical. In contrast, **bytes per packet** and **destination port** were more consistent with normal traffic, but not enough to offset the other indicators."
GPT-5.6 Luna,C1_ordering,14,True,False,1.0,"The destination port was the strongest reason this flow appeared anomalous, suggesting an unusual or suspicious service. Bytes sent also increased concern, while the protocol added further support for the anomaly assessment. Packet count slightly reduced that concern, but bytes received still contributed modestly to the overall alert."
GPT-5.6 Luna,C1_ordering,15,True,False,1.0,"The flow was flagged primarily because **bytes sent** strongly pushed the assessment toward anomalous activity. **Packet count** and **bytes received** also increased concern, indicating more substantial communication than expected. The **destination port** reduced the likelihood of an anomaly, while the **day of week** added some additional concern."
GPT-5.6 Luna,C1_ordering,16,True,False,1.0,"The unusually high bytes sent were the strongest reason the flow was flagged as anomalous. Packet count and bytes received also increased concern, suggesting a larger or more active exchange than expected. Destination port slightly reduced the anomaly likelihood, while day of week added a smaller anomaly signal."
GPT-5.6 Luna,C1_ordering,17,True,False,1.0,"The flow was flagged primarily because **bytes sent** were unusually high, with **packet count** also reinforcing the anomalous pattern. **Bytes received** added further support that the exchange was atypical. The **destination port** and **protocol** made the flow appear somewhat more normal, but not enough to offset the stronger indicators."
GPT-5.6 Luna,C1_ordering,18,True,False,1.0,"The destination port was the strongest reason this flow appeared anomalous, suggesting an unusual or potentially risky service target. Bytes sent and the protocol also increased concern, indicating a communication pattern that may not match normal activity. Packet count slightly reduced the likelihood of an anomaly, while connection duration provided a smaller push toward anomaly."
GPT-5.6 Luna,C1_ordering,19,True,False,1.0,"The flow was flagged mainly because **bytes sent** appeared unusually high, followed by an elevated **packet count**. **Bytes received** also supported the anomaly assessment, while the **destination port** made the flow look somewhat more typical. The **day of week** provided a smaller additional signal that pushed the flow toward anomalous behavior."
GPT-5.6 Luna,C1_ordering,20,True,False,1.0,"Bytes sent was the strongest factor pushing the flow toward an anomaly, with packet count providing additional evidence of unusual activity. Bytes received further supported the anomaly assessment, while destination port slightly reduced that concern by resembling normal traffic. Day of week added a smaller indication that the timing was atypical."
GPT-5.6 Luna,C1_ordering,21,True,False,1.0,"The destination port was the strongest reason this flow was flagged as unusual. The packet count and protocol also supported the anomaly assessment. Bytes sent slightly reduced the concern, while connection duration provided a smaller signal in favor of an anomaly."
GPT-5.6 Luna,C1_ordering,22,True,False,1.0,"The destination port was the strongest factor pushing the flow toward an anomaly. Bytes sent and protocol also supported the anomaly assessment, while packet count provided a countervailing signal toward normal activity. Bytes received added a smaller additional indication of anomalous behavior."
GPT-5.6 Luna,C1_ordering,23,True,False,1.0,"The pattern of bytes received was the strongest factor pushing the flow toward an anomaly. The day of week and bytes sent also supported the anomalous classification. The destination port was more consistent with normal traffic and slightly offset the alert, while the connection duration contributed modestly toward anomaly."
GPT-5.6 Luna,C1_ordering,24,True,False,1.0,"The destination port was the strongest factor pushing the flow toward an anomalous classification. Protocol also increased concern, while packet count slightly supported a normal classification. Bytes received and connection duration each added some evidence of anomalous behavior."
GPT-5.6 Luna,C1_ordering,25,True,False,1.0,"The unusually high volume of bytes sent was the strongest reason this flow was flagged as anomalous. A high packet count and elevated bytes received further supported the anomaly assessment. The destination port and protocol were more consistent with normal activity, slightly offsetting—but not outweighing—the other indicators."
GPT-5.6 Luna,C1_ordering,26,True,False,1.0,"The destination port was the strongest factor pushing the flow toward an anomaly. Bytes sent and the protocol also made the activity appear more suspicious. Packet count and connection duration slightly reduced the concern, but not enough to outweigh the other indicators."
GPT-5.6 Luna,C1_ordering,27,True,False,1.0,"The amount of bytes received was the strongest signal pushing this flow toward anomalous behavior, while the destination port slightly supported a normal classification. The day of week also leaned toward anomaly, followed by connection duration, which provided a smaller anomalous signal. The hour of day contributed a similarly modest push toward anomaly."
GPT-5.6 Luna,C1_ordering,28,True,False,1.0,"Higher-than-expected **bytes sent** strongly contributed to the anomaly assessment, followed by an elevated **packet count**. Increased **bytes received** also made the flow appear unusual. The **destination port** was more consistent with normal activity, while the **day of week** added a smaller anomaly signal."
GPT-5.6 Luna,C1_ordering,29,True,False,1.0,"The unusually high volume of bytes sent was the strongest reason the flow was flagged as anomalous. A high packet count and elevated bytes received further supported that assessment. The destination port and protocol appeared less suspicious and pulled the assessment toward normal, but not enough to offset the traffic-volume signals."
GPT-5.6 Luna,C1_ordering,30,True,False,1.0,"The destination port was the strongest factor pushing the flow toward an anomaly, followed by the packet count. The protocol also supported the anomaly assessment, while bytes sent slightly counterbalanced it by resembling normal activity. Connection duration contributed a smaller additional push toward an anomaly."
GPT-5.6 Luna,C1_ordering,31,False,True,1.0,"The destination port was unusual for this type of traffic, strongly pushing the flow toward an anomaly. Bytes received were also higher or less typical than expected, reinforcing that assessment. The day of week and hour of day modestly supported the anomaly classification, while the packet count was somewhat consistent with normal behavior and slightly reduced concern."
GPT-5.6 Luna,C1_ordering,32,True,False,1.0,"The destination port was the strongest reason the flow was flagged as unusual. The protocol also pushed the assessment toward anomalous activity. Packet count and bytes sent were more consistent with normal behavior, while connection duration provided a smaller push toward anomaly."
GPT-5.6 Luna,C1_ordering,33,True,False,1.0,"The unusually high volume of **bytes sent** was the strongest reason this flow was flagged as anomalous. The elevated **packet count** and **bytes received** further supported that assessment. The **destination port** and **protocol** instead looked more consistent with normal traffic, slightly reducing the anomaly assessment."
GPT-5.6 Luna,C1_ordering,34,True,False,1.0,"The destination port was the strongest reason this flow was flagged as anomalous. Bytes sent and the protocol also indicated behavior more consistent with an anomaly. Packet count slightly favored a normal classification, while bytes received still supported the anomaly assessment."
GPT-5.6 Luna,C1_ordering,35,True,False,1.0,"Bytes sent was the strongest reason this flow appeared anomalous, with packet count providing additional support. Bytes received further increased the concern, while destination port slightly suggested normal activity instead. Day of week added a smaller amount of support for the anomaly assessment."
GPT-5.6 Luna,C1_ordering,36,True,False,1.0,"The destination port was the strongest reason this flow was flagged as anomalous. The protocol and packet count also made the activity appear more suspicious. Bytes sent slightly reduced the concern, while connection duration added a smaller amount of suspicion."
GPT-5.6 Luna,C1_ordering,37,True,False,1.0,"The unusually high volume of **bytes received** was the strongest reason this flow was flagged as anomalous. The **day of week** and **bytes sent** also nudged the assessment toward anomaly, although less strongly. The **destination port** provided some evidence for normal activity, while the **connection duration** added a smaller anomaly signal."
GPT-5.6 Luna,C1_ordering,38,True,False,1.0,"The destination port was the strongest reason the flow was flagged as anomalous. The protocol and packet count also increased suspicion, while bytes sent slightly reduced it. Connection duration contributed a smaller additional indication of unusual activity."
GPT-5.6 Luna,C1_ordering,39,True,False,1.0,"The amount of bytes sent was the strongest signal pushing this flow toward an anomaly, followed by its packet count. Bytes received also supported the anomaly assessment, while the destination port provided a modest counter-signal toward normal activity. The day of week added a smaller amount of support for the anomaly classification."
GPT-5.6 Luna,C1_ordering,40,True,False,1.0,"The high volume of bytes sent was the strongest reason this flow was flagged as anomalous. The elevated packet count and bytes received also made the activity appear unusual. The destination port and protocol were somewhat more consistent with normal traffic, but they did not outweigh the stronger anomaly signals."
